FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
4CAJ,Diğer Yatırım Faaliyetlerinden Nakit,Cash from Other Investment Operations,HUNER,0,0,-8987794,0,0,0,0,0,-3479342,0,0,1263810,-16069163,1050189,0,-118510,-328850,-11428823,541144,281376,3145967
4CAK,Yatırım Faaliyetlerinden Kaynaklanan Nakit,Cash from Investment Operations,HUNER,-42820680,-43820112,-8987794,-73388,-76829118,-92950010,-5380179,-55577086,-28869066,-49795525,-6970050,-44794851,-52158791,-64125342,-17034256,-19173755,-27703509,-26603505,-10217525,-16412951,-19042251
4CB,Serbest Nakit Akım,Free Cash Flow,HUNER,-13621587,-10944614,-6223171,4226444,-32749936,-59985485,-2218092,-26240546,-5295008,-23510800,-4146357,-41261752,-42063027,-43165074,-16283767,-16618508,-15774672,-10376623,-6568575,-1372699,-2604494
4CBA,Finansal Borçlardaki Değişim,Change in Financial Debt,HUNER,16209348,13221752,0,-1152195,37073452,-932293,-198789,-17063119,-9612306,-15288080,0,-6112231,-9243447,-22444256,-4184840,-10106148,-16811756,-17546521,-5679191,-10719570,-16881215
4CBB,Temettü Ödemeleri,Dividends Paid,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBC,Sermaye Artırımı,Rights Issue,HUNER,4826,4625,0,0,14801389,56015892,5725455,9228223,9149678,8268232,0,0,0,0,0,13281922,13011152,16025333,0,0,0
4CBD,Diğer Finansman Faaliyetlerinden Nakit,Cash from Other Financial Operations,HUNER,-5279284,-5059127,390796,-19234024,-38209807,-47144206,-9104820,3056558,-1867209,2738591,-34978,11703088,15106148,19628773,8428778,8738487,14596305,5621292,5608180,-1758462,3799557
4CBE,Finansman Faaliyetlerden Kaynaklanan Nakit,Cash from Financial Operations,HUNER,10934890,8167250,390796,-20386219,13665034,7939392,-3578155,-4778338,-2329838,-4281258,-34978,5590856,5862700,-2815483,4243937,11914261,10795702,4100104,-71011,-12478032,-13081658
4CBF,Yab. Para Çev. Fark. Etk. Önc.Nak.Ve Nak. Benz. Net Artış/Azalış,Cash Net Inc. / Dec. before For.Cur. Trans. Dif.,HUNER,-2686697,-2777365,-5832374,-16159775,-19084902,-52046093,-5796246,-31018883,-7624845,-27792058,-4181336,-35670895,-36200327,-45980557,-12039830,-4704247,-4978970,-6276519,-6639586,-13850732,-15686151
4CBG,Yab.ı Para Çevrim Fark. Nakit Ve Nakit Benz. Üzerindeki Etkisi,Foreign Curr. Trans.Diff.Cash and Cash Benz. Imp.,HUNER,1575140,1555122,6648669,16353629,19787420,52499052,9951560,36080535,10728659,32327157,2085930,34212285,36786038,44616542,11276925,5288289,4780589,10260982,3772346,10872171,12376493
4CBH,Diğer Nakit Girişi/Çıkışı,Other Cash Inflow/Outflow,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBI,Nakit ve Benzerlerindeki Değişim,Change in Cash & Cash Equivalents,HUNER,-1111557,-1222243,816294,193855,702518,452959,4155314,5061652,3103813,4535099,-2095406,-1458611,585712,-1364015,-762905,584042,-198381,3984463,-2867240,-2978560,-3309658
4CBJ,Diğer Nakit ve Nakit Benzerlerindeki Artış,Other Cash & Cash Equivalents Change,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBK,Dönem Başı Nakit Değerler,Cash at the beginning of the Quarter,HUNER,1738095,1665613,420764,394914,384479,349104,512323,480871,449851,430847,4367026,4166964,2415771,3462620,1615181,1581393,1549154,1908033,4259565,4120015,3997018
4CBL,Dönem Sonu Nakit,Cash at the End of the Quarter,HUNER,626538,443370,1237058,588768,1086996,802063,4667637,5542523,3553664,4965947,2271620,2708354,3001483,2098605,852276,2165434,1350772,5892496,1392325,1141455,687360
