FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/9,2024/12,2025/3,2025/6,2025/9
4CB,Serbest Nakit Akım,Free Cash Flow,KMPUR,-6066632,2431812,5800209,-20826659,-9492485,-39184645,-59168018,-53510458,-36972405,-53482086,-36105123,32880275,-11498737,11584579,141870509,62789752,11366881,9736486,-5072698
4CBA,Finansal Borçlardaki Değişim,Change in Financial Debt,KMPUR,42105038,4439317,8334395,40033281,55432549,23149582,43178120,44594995,97558009,21233291,48562383,31433092,74865032,14681227,-78994735,-3850246,-2787774,4750662,53419541
4CBB,Temettü Ödemeleri,Dividends Paid,KMPUR,-1835114,0,-6337271,-6169816,-5602149,0,-10161840,-9506310,-17311736,0,0,-22809360,-22729274,0,-4753516,-4667736,0,0,0
4CBC,Sermaye Artırımı,Rights Issue,KMPUR,0,0,0,0,0,0,21752583,20349345,38200758,6433363,0,0,5101027,0,0,0,0,0,0
4CBD,Diğer Finansman Faaliyetlerinden Nakit,Cash from Other Financial Operations,KMPUR,-1767502,-1444053,-4321042,-8074925,-13329197,-3714404,-8161003,-13289596,-41559370,-3664767,-17569933,-38619532,-42099139,-16685526,-53263153,-78705632,-5458788,-7915423,-14668848
4CBE,Finansman Faaliyetlerden Kaynaklanan Nakit,Cash from Financial Operations,KMPUR,38502422,2995264,-2323918,25788539,36501203,19435178,46607861,42148435,76887661,24001888,30992450,-29995801,15137646,-2004300,-137011404,-87223613,-8246561,-3164760,38750693
4CBF,Yab. Para Çev. Fark. Etk. Önc.Nak.Ve Nak. Benz. Net Artış/Azalış,Cash Net Inc. / Dec. before For.Cur. Trans. Dif.,KMPUR,32435790,5427076,3476291,4961881,27008717,-19749467,-12560157,-11362023,39915256,-29480198,-5112673,2884474,3638909,9580280,4859105,-24433861,3120320,6571726,33677995
4CBG,Yab.ı Para Çevrim Fark. Nakit Ve Nakit Benz. Üzerindeki Etkisi,Foreign Curr. Trans.Diff.Cash and Cash Benz. Imp.,KMPUR,0,0,0,0,0,0,0,0,-31937506,-1613792,0,0,0,0,0,0,0,0,0
4CBH,Diğer Nakit Girişi/Çıkışı,Other Cash Inflow/Outflow,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBI,Nakit ve Benzerlerindeki Değişim,Change in Cash & Cash Equivalents,KMPUR,32435790,5427076,3476291,4961881,27008717,-19749467,-12560157,-11362023,7977750,-31093991,-5112673,2884474,3638909,9580280,4859105,-24433861,3120320,6571726,33677995
4CBJ,Diğer Nakit ve Nakit Benzerlerindeki Artış,Other Cash & Cash Equivalents Change,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBK,Dönem Başı Nakit Değerler,Cash at the beginning of the Quarter,KMPUR,7574985,37970768,35637962,34696272,31503969,37375358,35080856,32817825,85076136,81831070,97395553,86873943,93678761,54293213,59344224,58273319,9636569,9880738,10305115
4CBL,Dönem Sonu Nakit,Cash at the End of the Quarter,KMPUR,40010775,43397844,39114253,39658153,58512686,17625891,22520699,21455801,93053886,50737080,71612746,71321270,64093596,48893609,52435512,12112001,11875839,12886662,43263758
